,title,rating,body,date,country
916,Fun but has some volume issues,"4,0",This is a cute little retro pixel game.I turn the volume down and yet the games are still at full volume - which is really bothersome.App is easy to install but a bit confusing as I cannot get the col,12 mei 2020,de Verenigde Staten
917,Omg 6 stars,"5,0","Im so impressed Im so happy to ordered this! Its super hight quality including the outside (material), the sounds and the features! Is not just a simple cute speakers, they have a lot of futures!! Gam",9 mei 2020,de Verenigde Staten
918,If you are a nerd at heart,"5,0","Then you will love this. Years ago, something similar was around and I had it. I played with it, the grandkids played with it and finally one wanted it so badly, I gave it to her. That isn't happening",24 april 2020,de Verenigde Staten
919,Wonderful,"5,0",Cool little retro looking speaker that has a little animated face that sings along with whatever you're playing. I tried to upload a video of it in action but Amazon won't let me.This is perfect for a,18 april 2020,de Verenigde Staten
920,Great Sound!,"5,0","What an absolutely awesome retro speaker. It’s so much more than that through. I was surprised by how much the ditto can do. Pixel art, great sound, alarm clock, social networking... the list goes on ",18 april 2020,de Verenigde Staten
921,My most favorite Bluetooth speaker ever,"5,0","I have amassed a fairly large collection of Bluetooth speakers over the years. The Ditoo is, far and away, the neatest device I own in this category. There are so many features to customize, which can",16 april 2020,de Verenigde Staten
922,Adorable,"4,0","It's a cute little thing, it has speakers and alarm with some sleep aid profiles, it can show social media notification, and it had built in animations and can show weather and also can play games on,",15 april 2020,de Verenigde Staten
923,Would be better with improved latency,"4,0",This is really cute. I got this to entertain our 7 year old who is really into pixel construction with Minecraft. However he got bored of the Divoom Ditoo after a couple days because the refresh of th,9 april 2020,de Verenigde Staten
924,Fun speaker,"4,0","At first I wasn't sure what this product really was. Fundamentally, it is a speaker and although it is small, it sounds good. The real difference is that this has a screen. Taking that into account, i",9 april 2020,het Verenigd Koninkrijk
925,It's Just Pleasing On All Levels,"5,0","Observations/thoughts:-The device itself has the look of a little retro computer - perfect color and shape-It comes with 6 keys on the keyboard (menu, plus, minus, brightness, left, and right).-There ",9 april 2020,de Verenigde Staten
926,Fun and cute,"5,0",Another cute and fun speaker from this company. Speaker is located at top so the sound is not as good as when it's point toward the listener. It does have a cool retro color LED pixel display that ani,7 april 2020,de Verenigde Staten
927,Awesome guy for entertainment,"5,0","This is an awesome guy for entertainment, it has given us so much fun during quarantine time. Kids love playing with it.It has so many functions. First of all, its fundamental job is acting as a bluet",6 april 2020,het Verenigd Koninkrijk
928,Bello,"5,0",Molto bello,3 april 2020,Italië
929,Cool little device with big sound and funky graphics,"5,0",I like the DIVOOM DITOO as there are a lot of features packed in a small package. I don’t like that the abbreviated manual has very small print and drawings. But DIVOOM PIXEL devices are cool!The DITO,1 april 2020,de Verenigde Staten
930,A projector for your pixel dreams,"5,0","When I was a kid I had the opportunity to learn on PET computers, these big monsters with keyboards larger than their tiny green screens. The keys were solid and had a heavy tactile feel. Graphics wer",25 maart 2020,de Verenigde Staten
931,Must-have for any retro-nerd,"5,0","OK, so I'm an old computer guy... as in, didn't have a computer with a hard drive for the first 6 years or so. The retro style here reminds me of my old early systems, many of which predated multi-col",23 maart 2020,de Verenigde Staten
932,Fun desktop toy but lousy battery life,"4,0","I love having this thing on my desk. It informs me when I have messages, and the display is sharp even though it's a ""retro pixel art"" display. I'm not a fan of pixel art for the purpose of nostalgia,",20 maart 2020,de Verenigde Staten
933,Really fun retro speaker let down by a very intrusive app,"4,0",I love the retro design of this device - it brings back memories of computers I had when I was a child. But it is also a fun design for younger children too and would not look out of place in almost a,17 maart 2020,het Verenigd Koninkrijk
934,Decent sound from a funky little speaker,"4,0","Setting up the speaker was not as intuitive as expected. Instead of using the usual direct Bluetooth pairing methods, you have to install the dedicated mobile app, register for an account before you c",16 maart 2020,het Verenigd Koninkrijk
935,Fun and Games on overload,"5,0",,15 maart 2020,de Verenigde Staten
936,Dont buy one,"1,0",Didnt work,12 maart 2020,de Verenigde Staten
937,"Tons of fun, and slightly annoying!","5,0","It sounds like a description of me!This is a lot of fun. It can be a blue tooth speaker, but it is so much more.It arrives in a cute bag. Inside the bag is a box. Inside the box is this, instructions ",12 maart 2020,de Verenigde Staten
938,"Eye Catching, good Sound Quality","5,0","I loved this from the start. It comes in a lovely presentation box that sits in a card bag with decorative string handles, its super cute and just from this perspective alone makes an ideal gift. Out ",10 maart 2020,het Verenigd Koninkrijk
939,Fun device,"5,0","This a fun device. I got this for my 10 year old to make pixel art and play games on it, but I found myself using it for the bluetooth speaker. (It sounds quite nice.) This is really nice with a great",10 maart 2020,de Verenigde Staten
940,Great sound ... strange App,"4,0","Great Sound, Strange AppThis speaker is great to look at, has a bright colourful display and sound incredible for its size. Although it is not one of the tiny bluetooth speakers available at very low ",10 maart 2020,het Verenigd Koninkrijk
941,Nice little speaker,"5,0",it's a small retro styled speaker that reminds me of a toy i had as a child... the sound quality isn't going to blow anyone away but for a kids room or occasional use it's not too bad at all. just don,10 maart 2020,het Verenigd Koninkrijk
942,Retro Fun for everyone,"5,0","The world is retro mad for games these days, there is nothing more fun and a good old game of Tetris to bring back the memory of years gone by.I like these little toys, it's an excellent gift for the ",9 maart 2020,het Verenigd Koninkrijk
943,Three stars!,"3,0","This was a strange little device. It came in a rather cool carry case, that looked very retro. The actual device itself was a tiny replica of an 80's computer monitor, with a couple of buttons and a p",6 maart 2020,het Verenigd Koninkrijk
944,great as an office gift.,"5,0",This is a very funny office gift with a lot of functionality. It is primarily a speaker (works well with adequate quality and little distortion in higher volumes) and a clock. But you can also play so,5 maart 2020,het Verenigd Koninkrijk
945,Divoom Ditoo Retro Pixel Art Game Bluetooth Speaker,"5,0","This is such a fun, retro speaker. My daughter is a huge fan of Rude Ralph and so this had that kind of appeal - retro games, pixel art, plus it doubles as a speaker and even an alarm clock.This is ea",5 maart 2020,het Verenigd Koninkrijk
946,So much cooler than expected!,"5,0",I hadn't realized quite what I was getting here! I thought it was just a bluetooth speaker in the shape of a little computer with a single image on the screen. It is so much more! The monitor is a wor,4 maart 2020,het Verenigd Koninkrijk
947,So much more than I expected,"5,0",I thought this was just a cool pixel art device that just happened to be a speaker too.It has a whole bunch of games and you can make animations too.The companion app helps to unlock some of its full ,1 maart 2020,het Verenigd Koninkrijk
948,Really cool device!,"5,0","There's a LOT packed into this small device, a LOT lol.You have the normal clock function.You can sync your mobile to it and play your music on it, which is great, brill sound.If you can't sleep it's ",1 maart 2020,het Verenigd Koninkrijk
949,I like it,"5,0",Nice! Fun!,1 maart 2020,de Verenigde Staten
950,5* hardware dragged down by 1* software.,"3,0",,29 februari 2020,het Verenigd Koninkrijk
951,No user guide - don’t know what functions it has,"3,0","I was impressed when I got this little gadget, nicely packed and looks cute. However, the instruction was poorly made, doesn’t tell me what functions this cool gadget actually has. It apparently has m",28 februari 2020,het Verenigd Koninkrijk
952,How cool is this!,"5,0",If you are a fan of retro games and 8 bit pixel art you will love this! You will also be impressed with the sound - which at 10w is powerful enough to fill a room. It has a fairly small 45mm upward fa,27 februari 2020,het Verenigd Koninkrijk
953,"Speaker, clock, sleep machine, retro games.................","5,0",,26 februari 2020,het Verenigd Koninkrijk
954,All things to all people,"5,0",I have to say I was intrigued by the Divoom Ditoo Pixel Art Game Bluetooth Speaker ... I thought it might risk being Jack of all trades but master of none.My main interest was in having a small Blueto,26 februari 2020,het Verenigd Koninkrijk
955,"High quality, great fun gadget","5,0","Divoom Ditoo Retro Pixel Art Game Bluetooth SpeakerWhen I ordered this, I really wasn't too familiar with Divoom Ditoo, in fact I had never heard of it before. When this arrived I was immediately stru",24 februari 2020,het Verenigd Koninkrijk
956,Divoom - Ditoo Retro Pixel Art Speaker (White),"5,0","Gimmick or something that's genuinely cool and entertaining? I was surprised for it to be the latter. The Ditoo Retro speaker was something that really caught me off-guard, I thought to myself ""Why on",23 februari 2020,het Verenigd Koninkrijk
